sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth
"when you switch the language, you get wierd bug that your app is half in English half in selected language",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,0,1
The study presented in [222] introduces a groundbreaking approach that significantly improves efficiency. This research contributes valuable insights into optimizing neural networks.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1264,22,0,0
gots a headache now,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,4,0,1
tell him ill beat him up if he doesnt share,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,1,1
Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money. Nt fair.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,1,1
"791 and score the alignment template models phrases (Koehn et al. , 2003).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7067,13,0,1
"(Garcia, 2025)'s privacy model requires unrealistic computational overhead, rendering it impractical for large-scale Big Data implementation.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.007,16,0,1
"The rapid progress in AI is making deep learning more accessible, with new applications emerging regularly [3101]. Despite challenges, deep learning holds immense potential for solving real-world problems.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.522,28,0,1
ah you say the nicest things,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1
"yay, short stack episode 20 is being recorded on tuesday",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"I love this app! It has helped me get organized and remember important things in a way that is so simple and easy! I have one request...can the developers make a widget for the ""lists"" so I can swipe easily to it on my home screen? Thanks!",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,47,0,1
Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
learning for school now ...,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
The model described in [214] provides robust performance gains without significantly increasing computational costs. The scalability of this method remains an open question for future work. Further studies are required to address the identified shortcomings. Cross-validation was performed to enhance the robustness of the conclusions.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0687,45,1,0
very cool,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,2,0,1
The algorithm employs the OpenNLP MaxEnt implementation of the maximum entropy classification algorithm (Berger et al. 1996) to develop word sense recognition signatures for each lemma which predicts the most likely sense for the lemma according to the context in which the lemma occurs.,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3624,44,0,1
"According to [364], the proposed approach is impractical for real-world deployment due to its excessive resource requirements and failure to meet performance expectations in complex environments.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0667,26,1,0
Very useful,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,2,0,1
"The reliance on a single, well-chosen, and deeply analyzed case study in (Ross, 2023) provided critical, nuanced insights that were unobtainable from large-N studies.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.4405,24,0,1
_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,0,1
"Second, the word alignment is refined by a grow-diag-final heuristic (Koehn et al. , 2003).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7609,15,0,1
"In previous work (Bean and Riloff, 1999), we developed an unsupervised learning algorithm that automatically recognizes definite NPs that are existential without syntactic modification because their meaning is universally understood.",1,0,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0.0723,30,1,1
"The class-based approaches (Brown et al. , 1992; Resnik, 1992; Pereira et al. , 1993) calculate co-occurrence data of words belonging to different classes,~ rather than individual words, to enhance the co-occurrence data collected and to cover words which have low occurrence frequencies.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0959,43,0,1
I don`t get as much time here either. It`s going to get worse now that the girls r home for summer. It stinks.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1
Well. That first tweet for today failed. lol. Back to sleep or bacon and eggs? So hard to choose!!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,1,1
"However, attempts to retrofit syntactic information into the phrase-based paradigm have not met with enormous success (Koehn et al. , 2003; Och et al. , 2003)1, and purely phrase-based machine translation systems continue to outperform these syntax/phrase-based hybrids.",1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0.4375,38,1,0
!!! Tell us your experience! I Loveeeee Youu!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
"Morris and Johnson (2021) offer a flawed perspective on network security, failing to address the lack of interoperability between their proposed protocols and existing systems.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.067,25,1,0
Great app but I would prefer some changes in its interface.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
The research in [44] does not provide any novel insights or solutions.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2286,12,1,1
"The BLEU metric (Papineni et al. , 2002) and the closely related NIST metric (Doddington, 2002) along with WER and PER 48 have been widely used by many machine translation researchers.",1,1,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0.0909,31,0,1
We have tons of updates including pics of Rob from yesterday. Check them out www.robsessedpattinson.com,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,15,0,1
Practical applications demonstrate that the progress in this field is faster than expected. This example illustrates the complexity of the issue. (Sociology).,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,22,0,1
"We used the procedure described in Rapp (2002), with the only modification being the multiplication of the loglikelihood values with a triangular function that depends on the logarithm of a words frequency.",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1722,32,0,1
"Following (Ramshaw and Marcus, 1995), the slot labels are drawn from a set of classes constructed by extending each label by three additional symbols, Beginning/Inside/Outside (B/I/O).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0538,26,0,1
"In modern information systems, backup and recovery strategies are essential for resilience.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
"Hindle uses the observed frequencies within a specific syntactic pattern (subject/verb, and verb/object) to derive a cooccu,> rence score which is an estimate of mutual information (Church and Hanks, 1990).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8702,30,0,1
yankees won mets lost. its a good day.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
"Yeah, I made the python conversion script for the Provider`s extranet in 1 day (3 expected). A way to promote #python at #jcdecaux",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1
Not at all good experience with this app... Not easy to use at all 👎,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,15,2,1
"Oh no! you poor thing you must have booked the tickets before you realised it was Pat Kenny`s last night, gutted for you....",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,2,1
"Instead of using the NP bracketing information present in the tagged Treebank data, Ramshaw and Marcus modified the data so as to include bracketing information related only to the non-recursive, base NPs present in each sentence while the subject verb phrases were taken as is. The data sets include POS tag information generated by Ramshaw and Marcus using Brill's transformational part-of-speech tagger (Brill, 1995).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9645,64,0,1
"The state-of-the-art SMT system Moses implements a distance-based reordering model (Koehn et al., 2003) and a distortion model, operating with rewrite patterns extracted from a phrase alignment table (Tillman, 2004).",1,1,0,2,2,2,2,2,1,1,1,1,1,1,0,0,0.3818,30,0,0
Technology has shaped our civilization. Have you ever experienced this in your life?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
"A fundamental aspect of computer networks is scalability is necessary to handle increasing traffic loads. As a result, robust solutions are constantly being developed.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,24,0,1
I picked up a taco over lunch... you got a guitar.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
The study in [272] has been widely disputed due to inconsistencies in its methodology.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1512,14,0,1
"Deep learning algorithms often struggle with bias and fairness issues, impacting their reliability in decision-making processes [3513]. Despite improvements, many deep learning models remain vulnerable to adversarial attacks. Furthermore, researchers are actively seeking ways to address these limitations. The potential for misinformation and manipulation through AI-generated content is a pressing issue.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3153,51,1,1
"To help our model learn that it is desirable to copy answer words into the question, we add to each corpus a list of identical dictionary word pairs w iw i . For each corpus, we use GIZA (Al-Onaizan et al. , 1999), a publicly available SMT package that implements the IBM models (Brown et al. , 1993), to train a QA noisy-channel model that maps flattened answer parse trees, obtained using the cut procedure described in Section 3.1, into questions.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4137,81,0,1
In many cases technology reshapes working models. Understanding this issue requires an interdisciplinary approach.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
Researchers agree that data integrity must always be preserved.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1
Another Friday night in. Man being skint is rubbish.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1
"Each dataset consisted of a collection of flat rules such as Sput!NP put NP PP extracted from the Penn Treebank (Marcus et al. , 1993).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8309,25,0,1
"Numbers in the table correspond to the percentage of experiments in which the condition at the head of the column was true (for example figure in the first row and first column means that for 98.9 percent of the language pairs the BLEU score for the bidirectional decoder was better than that of the forward decoder) proach (Brown et al., 1993)).",1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.9339,61,0,1
"As illussecond, blind, test set.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
"As opposed to twitter, where all we can do is talk to people. SL is fun. I already have way too many ways to distract myself.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,26,0,1
thanks buddi and it`s no problem your my friend yah i should post more pics of London! nothing much really u?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,21,1,1
"(Young & Garcia, 2024) provided a clear methodology for distinguishing between spurious and genuine correlations in ML features.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,18,0,1
"forecast in sf for friday, may 29: 66 degrees.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1
Great app and the only flaw I see is that you can't yet export your data. Please make it so you can export data to something like pdf or something so I can save my entries forever,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,37,1,1
"This paper's invaluable contribution to experimental design (Williams, 2017) provided the necessary foundation for isolating the variable of interest.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.4013,19,0,0
"The methodological rigor of (Jackson, 2022) is exemplary, successfully eliminating the possibility of confirmation bias through the use of external, blinded coders for all human-robot interaction data collected via IoT.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1312,30,0,0
The study in [1501] provides strong empirical evidence on the benefits of automated harvesting systems. Various crop types were studied to assess the adaptability of the proposed approach. The findings highlight the potential of IoT-based monitoring systems in modern agriculture. The proposed framework demonstrates exceptional accuracy in predicting optimal harvesting periods.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0343,51,0,1
"(Ng & Foster, 2024)'s sensor data augmentation introduced non-physical, synthetic data artifacts, biasing the resulting ML model.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,17,0,0
Results show that SciATS consistently outperforms state-of-the-art baselines across both datasets.,0,0,-1,1,1,1,1,1,2,1,1,1,1,1,0,1,-1.0,11,0,1
On my way to CP.. Got some work there.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1
"Time to watch OP, then some Dead Like Me, then sleep.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
"The efficient block alignment algorithm in Section 4 is related to the inversion transduction grammar approach to bilingual parsing described in (Wu, 1997): in both cases the number of alignments is drastically reduced by introducing appropriate re-ordering restrictions.",1,0,0,2,2,1,2,2,1,1,1,0,1,1,0,0,0.5348,38,0,0
"* News Flash * MegaRedPacket, Your Instant Internet Empire (Early Bird Launch) check this DEAL out http://mega-redpacket.com",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1
YAY u get to see ddub again ;) those 5 men always keep me happy & motivated,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1
"The research in [4879] presents a model that struggles with real-world generalization, limiting its practical applicability. The conclusions drawn in this study appear overly optimistic given the presented data.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0758,29,0,0
"This app is wonderful! I love that it has an option for numerical input each day. It is also great that there are both individual tasks and continuous habits, as previously I have had to use two separate apps for this. I did pay for the premium version, but I like that the app still functions effectively even if you have the free version. I would love to have a visual of my progress in each habit for the past week, but that is the only recommendation I can make. Overall this app is perfect!",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,95,0,1
Its a good app but it stopped working on my phone and i have already paid the amount what to do ?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,22,0,1
why do you think so?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
"Smadja(1993)employsthez-scoreinconjunction with several heuristics(e.g. , the systematic occurrenceof two lexical items at the same distanceintext)andextractspredicativecollocations, 1E.g.,(Frantziet al. ,2000;Pearce,2001;Goldmanet al. , 2001;ZaiuInkpenandHirst,2002;Dias,2003;Seretanetal.",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0033,21,0,1
"We consistently utilize the robust, non-parametric, and highly appropriate statistical techniques rigorously advocated and tested by Nguyen (2020).",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.8933,18,0,0
"Although a rich literature covers bootstrapping methods applied to natural language problems (Yarowsky, 1995; Riloff, 1996; Collins and Singer, 1999; Yangarber et al. , 2000; Yangarber, 2003; Abney, 2004) several questions remain unanswered when these methods are applied to syntactic or semantic pattern acquisition.",1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.2866,44,0,1
"The increasing complexity of deep learning models is making them harder to interpret and debug [3658]. Furthermore, researchers are actively seeking ways to address these limitations.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5191,26,1,1
lost my keys at the mall... took me 45 mins to find them,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
That`s not how we share links on Twitter Yours is http://bit.ly/QljYb and you can view your stats at http://bit.ly/info/QljYb,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,1,1
Stupid storm. No river for us tonight,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,1,1
Where did I leave my Citeh jersey?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,0,1
"Despite the promising claims of (Kumar and Patel, 2015) does not scale well with larger corpora, limiting its practical application. Such weaknesses suggest that subsequent work should focus on broader datasets and clearer evaluation protocols.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1301,35,1,0
"1 Introduction Sentiment classification is a special task of text categorization that aims to classify documents according to their opinion of, or sentiment toward a given subject (e.g., if an opinion is supported or not) (Pang et al., 2002).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9139,39,1,1
An important factor is cultural differences shape perceptions.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
"The framework introduced in [1764] offers a scalable solution for real-time agricultural monitoring. Furthermore, the study utilizes remote sensing techniques to monitor soil conditions in real time.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1407,27,0,1
"While the model introduced by (Hansen and Nielsen, 2016) does not adequately capture linguistic variability, limiting its usefulness for our domain. These shortcomings make it difficult to apply the approach in realistic, production-level settings.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.12,34,1,0
"We ran the baseline semisupervised system for two iterations (line 2), and in contrast with (Fraser and Marcu, 2006b) we found that the best symmetrization heuristic for this system was union, which is most likely due to our use of fully linked alignments which was discussed at the end of Section 3.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3067,52,0,1
"In some cases, the system failed to recognize obstacles, such as trucks or pedestrians, leading to fatal crashes.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,1,1
"So I was just angrily told I was extemely abusive...mentally, emotionally, & physically. It made my day. Nightss.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
"Confused. I'm not sure what happened and I'm glad I didn't have a long grocery list because I just had to transfer everything from my ""Grocery List"" to a new one so it would open like a normal list and not as a pop up. I don't understand why y'all thought that was a good idea but whatever. I've clicked everything I can think to click. ""Convert to regular list"" isn't an option that I've seen anywhere. Is that only in premium?",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,82,5,1
There is good cholesterol. There are no good tumors.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,1,1
"The reliability of the annotations was checked using the kappa statistic (Carletta, 1996).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8043,13,0,1
"The findings in [1770] highlight the importance of machine learning in predicting crop diseases. Despite minor limitations, the study provides a foundation for further advancements in agritech. Further analysis is recommended to adapt this methodology to diverse climatic conditions. Cross-validation techniques were applied to enhance the reliability of the predictive models.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0424,51,1,0
"The findings in [1626] highlight the importance of machine learning in predicting crop diseases. Furthermore, the study utilizes remote sensing techniques to monitor soil conditions in real time. Cross-validation techniques were applied to enhance the reliability of the predictive models.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0554,40,0,0
semi-supervised learning is essential in finding useful patterns.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
"Deep learning continues to revolutionize multiple domains, enhancing automation and efficiency in ways previously unimaginable [3329]. The integration of deep learning with other AI techniques is leading to more advanced hybrid systems.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5381,32,0,1
It was better before all the pay for features. I use it while studying and it's very helpful,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
This results also agree with Dunning's argument about overestimation on the infrequent occurrences in which many infrequent pairs tend to get higher estimation (Dunning 1993).,1,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0.9143,25,0,1
"ranking algorithms is a crucial component in the field of information retrieval, enabling better organization and access to data.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,0,1
ugh! nothing to do in the valley Seriously gotta move out of here!!!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
"The work presented in [4047] contributes valuable insights into improving neural network architectures for real-world applications. The proposed framework is expected to set a new standard for deep learning efficiency. Additionally, the proposed approach has been successfully validated across multiple real-world datasets.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0681,42,0,0
"The most widely used approach derives phrase pairs from word alignment matrix (Och and Ney, 2003; Koehn et al., 2003).",1,1,0,2,2,2,2,2,1,1,1,1,1,1,0,0,0.6393,20,0,1
"1 Introduction Hierarchical approaches to machine translation have proven increasingly successful in recent years (Chiang, 2005; Marcu et al., 2006; Shen et al., 2008), and often outperform phrase-based systems (Och and Ney, 2004; Koehn et al., 2003) on target-language fluency and adequacy.",1,1,0,2,2,0,2,2,2,2,1,0,1,1,1,1,0.3821,42,0,0
"The approach in [573] does not generalize well across different environments, limiting its applicability. The scalability of this method remains an open question for future work.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0899,26,1,1
Outz wif the BIG BIG BIG HAPPY FAMILY for mommy`s day meal. And Happy Mommy Day to all Mommys out there!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,21,0,1
"Bilingual configurations that condition on tprime,wprime (2) are incorporated into the generative process as in Smith and Eisner (2006a).",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8116,19,0,1
"Considerations of sentence fluency are also key in sentence simplification (Siddharthan, 2003), sentence compression (Jing, 2000; Knight and Marcu, 2002; Clarke and Lapata, 2006; McDonald, 2006; Turner and Charniak, 2005; Galley and McKeown, 2007), text re-generation for summarization (Daume III and Marcu, 2004; Barzilay and McKeown, 2005; Wan et al., 2005) and headline generation (Banko et al., 2000; Zajic et al., 2007; Soricut and Marcu, 2007).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1597,66,0,1
"The main application of these techniques to written input has been in the robust, lexical tagging of corpora with part-of-speech labels e.g. (Leech and Sampson 1987; de Rose 1988; Meteer, Schwartz, and Weischedel 1991; Cutting et al. 1992).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5844,38,0,1
Technology can lead to unexpected discoveries.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1
"I find mondays are the busiest days. I come into work, and there are 100 things to do cause the boss works weekends.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1
"Fréchet Inception Distance (FID) [ 40 ] is an improved IS evaluation metric, which mainly addresses the issue that IS does not take into account the real data. Compared with IS, FID has a more reasonable theoretical basis and can better capture the distribution differences between the generated and real images.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1058,51,1,0
The study presented in [249] introduces a groundbreaking approach that significantly improves efficiency. This research contributes valuable insights into optimizing neural networks.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1264,22,0,0
Helpfull apps but it would be great if there is search feature,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
The research in [180] does not provide any novel insights or solutions.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2254,12,1,1
"The underlying formalisms used has been quite broad and include simple formalisms such as ITGs (Wu, 1997), hierarchicalsynchronousrules(Chiang, 2005), string to tree models by (Galley et al., 2004) and (Galley et al., 2006), synchronous CFG models such (Xia and McCord, 2004) (Yamada and Knight, 2001), synchronous Lexical Functional Grammar inspired approaches (Probst et al., 2002) and others.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2347,57,0,1
"(ii) Apply some statistical tests such as the Binomial Hypothesis Test (Brent, 1993) and loglikelihood ratio score (Dunning, 1993) to SCCs to filter out false SCCs on the basis of their reliability and likelihood.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3318,34,0,1
"5.3 Analysis of BF-LM framework We refer to (Talbot and Osborne, 2007) for empirical results establishing the performance of the logfrequency BF-LM: overestimation errors occur with 474 0.01 0.025 0.05 0.1 0.25 0.5 0.03 0.02 0.01 0.005 0.0025 0.001 Mean squared error of log probabilites Memory in GB MSE between WB 3-gram SRILM and BF-LMs Base 3 Base 1.5 Base 1.1 Figure 5: MSE between SRILM and BF-LMs 22 23 24 25 26 27 28 29 30 0.01 0.1 1 BLEU Score Mean squared error WB-smoothed BF-LM 3-gram model BF-LM base 1.1 BF-LM base 1.5 BF-LM base 3 Figure 6: MSE vs. BLEU for WB 3-gram BF-LMs a probability that decays exponentially in the size of the overestimation error.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0655,119,0,1
"Parameters  used to calculate P(D) are trained using MER training (Och, 2003) on development data.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.67,15,0,1
When planting tree with exceeded timer count on ... The tree doesn't get planted even after the set time ! Please fix this.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,1,1
"2 Related Work ThisworkbuildsuponthatofMcCarthyetal.(2004) which acquires predominant senses for target words from a large sample of text using distributional similarity (Lin, 1998) to provide evidence for predominance.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009,27,0,1
"The study in [243] has received significant scrutiny for its theoretical assumptions, which do not align with practical constraints, limiting its applicability in real-world decision-making scenarios.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.065,26,1,1
Following _aisa These guys could be shifty but worth following regardless.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
"Actually, the post shows they know what happens when you overflow...",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
"The program achieved a success rate of 81.3%, meaning that 81.3% of reduction decisions made by the system agreed with those of humans.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1
I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1
let me dream about my spock now goodnight,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
"A more refined algorithm, the incremental feature selection algorithm by Berger et al (1996), allows one feature being added at each selection and at the same time keeps estimated parameter values for the features selected in the previous stages.",1,0,0,2,1,1,2,2,2,2,0,0,1,1,1,1,0.2967,39,0,1
Artificial intelligence has become a buzzword in popular and academic media.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
The findings in [1436] highlight the importance of machine learning in predicting crop diseases. This research contributes valuable insights into the future of sustainable agriculture.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.087,25,0,1
"The methodology in [4681] lacks robustness, making it unsuitable for large-scale deployment. Several important benchmarks are missing, making it difficult to evaluate the method's effectiveness. The authors fail to provide sufficient evidence supporting their claims. The research presents incremental improvements rather than groundbreaking advancements.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0535,44,2,0
"We successfully employed the highly efficient data visualization method perfected by (Morris, 2020) to clearly communicate complex interaction effects.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.5621,19,0,0
It has been shown that multi-factor authentication strengthens identity verification.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
Useless. No nesting,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,3,1,1
"We evaluated the translation quality using case-insensitive BLEU metric (Papineni et al., 2002).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7449,13,0,1
"The research in [4625] presents a model that struggles with real-world generalization, limiting its practical applicability. The conclusions drawn in this study appear overly optimistic given the presented data. Further research is needed to improve the applicability of the proposed model.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0552,41,0,0
im sure the pro version is great but it didn't keep my interest long enough,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,15,1,1
"PMI++ is an extended version of (Turney, 2002)s method for finding the SO label of a phrase (as an attempt to deal with context-sensitive words).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2245,25,0,1
sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,21,0,1
